race_id,horse_num,date,won,lead_min,final_odds_confirmed,p_t10,p_offset,margin,z_t10,edge,odds_t10,payout_odds,z2,z3,t10_source,t10_received_at,t10_received_origin,t10_total_votes,t10_announced
2026-0509-08-03-05-01,01,20260509,0,14.33,0,0.0074249289831323515,0.006995200769255283,-0.0796270040037664,-4.895459527923339,-0.0004297282138770687,106.4,0.0,23.9655239895354,-117.32225275624641,0B31,2026-05-09T09:40:40,epoch_backfill,118417,05090940
2026-0509-08-03-05-01,02,20260509,0,14.33,0,0.016356365296175616,0.016323213763573846,-0.021821738131405827,-4.096646535271958,-3.315153260177034e-05,48.3,0.0,16.78251283495574,-68.7520230584786,0B31,2026-05-09T09:40:40,epoch_backfill,118417,05090940
2026-0509-08-03-05-01,03,20260509,0,14.33,0,0.05000078758261279,0.04521221016959075,-0.12605048155871915,-2.944422398603568,-0.004788577413022042,15.8,0.0,8.669623261398387,-25.527032918315925,0B31,2026-05-09T09:40:40,epoch_backfill,118417,05090940
2026-0509-08-03-05-01,04,20260509,0,14.33,0,0.06869673424393759,0.070849938923275,0.012270484846665201,-2.606883304565271,0.0021532046793374116,11.5,0.0,6.795840563621148,-17.715963305791412,0B31,2026-05-09T09:40:40,epoch_backfill,118417,05090940
2026-0509-08-03-05-01,05,20260509,0,14.33,0,0.16122702934801678,0.15645945362678723,-0.05868871675999429,-1.64912658280658,-0.004767575721229544,4.9,0.0,2.7196184861193076,-4.484995140551538,0B31,2026-05-09T09:40:40,epoch_backfill,118417,05090940
2026-0509-08-03-05-01,06,20260509,0,14.33,0,0.007692428858863507,0.007630518581554274,-0.02773091381469222,-4.859796530727634,-6.191027730923296e-05,102.7,0.0,23.617622320072343,-114.7768390151231,0B31,2026-05-09T09:40:40,epoch_backfill,118417,05090940
2026-0509-08-03-05-01,07,20260509,0,14.33,0,0.12154037597004343,0.12590563026512314,0.018058765009747284,-1.9779234263580143,0.00436525429507971,6.5,0.0,3.9121810805358272,-7.7379946073464225,0B31,2026-05-09T09:40:40,epoch_backfill,118417,05090940
2026-0509-08-03-05-01,08,20260509,0,14.33,0,0.014442640654575544,0.01549362035956859,0.0515676472165296,-4.223022340630873,0.0010509797049930453,54.7,0.0,17.83391768946746,-75.3130328235932,0B31,2026-05-09T09:40:40,epoch_backfill,118417,05090940
2026-0509-08-03-05-01,09,20260509,0,14.33,0,0.01165210094108086,0.01176855556620438,-0.009606448791920774,-4.440548258277212,0.00011645462512352087,67.8,0.0,19.718468834088778,-87.5608124371064,0B31,2026-05-09T09:40:40,epoch_backfill,118417,05090940
2026-0509-08-03-05-01,10,20260509,0,14.33,0,0.18809820090601956,0.20856939141061087,0.10434434249203053,-1.4624152240718769,0.020471190504591313,4.2,0.0,2.1386582875971976,-3.1276064388696323,0B31,2026-05-09T09:40:40,epoch_backfill,118417,05090940
